"Name","Rarity","Category","Level","Price"
"Called (Accessory Rune)","Uncommon","Runes","3","60 gp"
"Coyote Cloak","Common","Worn Items","3","60 gp"
"Crafter's Eyepiece","Common","Worn Items","3","60 gp"
"Dancing Scarf","Common","Worn Items","3","60 gp"
"Dawnlight","Uncommon","Held Items","3","60 gp"
"Etheric Essence Disruptor (Lesser)","Uncommon","Consumables","3","60 gp"
"Familiar Tattoo","Common","Tattoos","3","60 gp"
"Glasses of Sociability","Common","Worn Items","3","60 gp"
"Gunner's Bandolier","Uncommon","Customizations","3","60 gp"
"Hunter's Bow","Common","Weapons","3","60 gp"
"Lady's Chalice","Uncommon","Held Items","3","60 gp"
"Little Love","Rare","Weapons","3","60 gp"
"Maestro's Instrument (Lesser)","Common","Held Items","3","60 gp"
"Magic Wand (1st-Level Spell)","Common","Wands","3","60 gp"
"Material Essence Disruptor (Lesser)","Uncommon","Consumables","3","60 gp"
"Palm Crossbow","Rare","Adventuring Gear","3","60 gp"
"Pendant of the Occult","Common","Worn Items","3","60 gp"
"Raven Band","Uncommon","Worn Items","3","60 gp"
"Retribution Axe","Common","Weapons","3","60 gp"
"Secret-Keeper's Mask (Blackfingers)","Rare","Worn Items","3","60 gp"
"Secret-Keeper's Mask (Reaper of Reputation)","Rare","Worn Items","3","60 gp"
"Smoking Sword","Common","Weapons","3","60 gp"
"Snagging","Uncommon","Runes","3","60 gp"
"Soft-Landing","Uncommon","Runes","3","60 gp"
"Staff of Fire","Common","Staves","3","60 gp"
"Storm Hammer","Common","Weapons","3","60 gp"
"Tracker's Goggles","Common","Worn Items","3","60 gp"
"Trinity Geode","Common","Spellhearts","3","60 gp"
"Ventriloquist's Ring","Common","Worn Items","3","60 gp"
"Magnifying Scope","Common","Customizations","3","70 gp"
"Sisterstone Weapon (Low-Grade)","Rare","Weapons","3","70 gp (plus 7 gp per Bulk)"
"Sparkblade","Common","Weapons","3","70 gp"
"Diving Suit","Common","Adventuring Gear","3","100 gp"
"Musical Instrument (Virtuoso Heavy)","Common","Adventuring Gear","3","100 gp"
"Sambuca","Rare","Adventuring Gear","3","120 gp"
"Heavy Chariot","Common","Vehicles","3","150 gp"
"Sand Diver","Uncommon","Vehicles","3","155 gp"
"Clockwork Wagon","Uncommon","Vehicles","3","160 gp"
"Concealable Picks","Uncommon","Adventuring Gear","4","10 gp"
"Darkvision Elixir (Moderate)","Common","Alchemical Items","4","11 gp"
"Yarrow-Root Bandage","Common","Alchemical Items","4","12 gp"
"Dragon Turtle Scale","Common","Consumables","4","13 gp"
"Dreamtime Tea","Common","Alchemical Items","4","13 gp"
"Fortifying Pebble","Uncommon","Consumables","4","13 gp"
"Quickmelt Slick (Moderate)","Uncommon","Alchemical Items","4","13 gp"
"Stone Fist Elixir","Common","Alchemical Items","4","13 gp"
"Bomber's Eye Elixir (Lesser)","Common","Alchemical Items","4","14 gp"
"Timeless Salts","Common","Alchemical Items","4","14 gp"
"Acid Spitter","Uncommon","Snares","4","15 gp"
"Barkskin Potion","Common","Consumables","4","15 gp"
"Biting Snare","Common","Snares","4","15 gp"
"Blessed Ampoule","Uncommon","Consumables","4","15 gp"
"Camp Shroud (Minor)","Uncommon","Consumables","4","15 gp"
"Chimera Thread","Common","Consumables","4","15 gp"
"Climbing Bolt","Common","Consumables","4","15 gp"
"Clockwork Goggles (Greater)","Uncommon","Consumables","4","15 gp"
"Dazzling Rosary","Common","Consumables","4","15 gp"
"Deteriorating Dust","Uncommon","Consumables","4","15 gp"
"Exsanguinating Ammunition","Common","Alchemical Items","4","15 gp"
"Fang Snare","Uncommon","Snares","4","15 gp"
"Feather Token (Fan)","Common","Consumables","4","15 gp"
"Fire-Douse Snare","Rare","Snares","4","15 gp"
"Focus Cathartic (Moderate)","Common","Alchemical Items","4","15 gp"
"Harpoon Bolt","Uncommon","Consumables","4","15 gp"
"Hobbling Snare","Uncommon","Snares","4","15 gp"
"Impact Foam Chassis (Moderate)","Uncommon","Consumables","4","15 gp"
"Irritating Thorn Snare","Uncommon","Snares","4","15 gp"
"Leadenleg","Common","Alchemical Items","4","15 gp"
"Lion Badge","Uncommon","Consumables","4","15 gp"
"Magical Lock Fulu","Common","Consumables","4","15 gp"
"Salamander Elixir (Lesser)","Common","Alchemical Items","4","15 gp"
"Shrinking Potion","Common","Consumables","4","15 gp"
"Sinew-Shock Serum (Moderate)","Common","Alchemical Items","4","15 gp"
"Stalker Bane Snare","Uncommon","Snares","4","15 gp"
"Tar Rocket Snare","Uncommon","Snares","4","15 gp"
"Trip Snare","Common","Snares","4","15 gp"
"Warning Snare","Common","Snares","4","15 gp"
"Winter Wolf Elixir (Lesser)","Common","Alchemical Items","4","15 gp"
"Chameleon Suit","Uncommon","Consumables","4","16 gp"
"Crystal Shards (Moderate)","Common","Alchemical Items","4","16 gp"
"Glue Bullet","Uncommon","Alchemical Items","4","16 gp"
"Sniper's Bead","Common","Consumables","4","16 gp"
"Stupor Poison","Uncommon","Alchemical Items","4","16 gp"
"Capsaicin Tonic","Uncommon","Alchemical Items","4","17 gp"
"Viper Arrow","Common","Consumables","4","17 gp"
"Anointing Oil","Uncommon","Consumables","4","18 gp"
"Boom Snare","Uncommon","Snares","4","18 gp"
"Ghost Oil","Common","Consumables","4","18 gp"
"Glittering Snare","Uncommon","Snares","4","18 gp"
"Mistform Elixir (Lesser)","Common","Alchemical Items","4","18 gp"
"Admonishing Band","Common","Consumables","4","20 gp"
"Applereed Mutagen (Lesser)","Rare","Alchemical Items","4","20 gp"
"Bloodseeker Beak","Common","Consumables","4","20 gp"
"Bottled Sunlight (Moderate)","Common","Alchemical Items","4","20 gp"
"Dragonbone Arrowhead","Common","Consumables","4","20 gp"
"Energized Cartridge","Common","Consumables","4","20 gp"
"Fear Gem","Common","Consumables","4","20 gp"
"Galvasphere","Rare","Consumables","4","20 gp"
"Golden-Cased Bullet (Standard)","Uncommon","Consumables","4","20 gp"
"Invisibility Potion","Uncommon","Consumables","4","20 gp"
"Magnetic Suit","Common","Consumables","4","20 gp"
"Undead Detection Dye","Uncommon","Alchemical Items","4","20 gp"
"Zerk","Common","Alchemical Items","4","20 gp"
"Clinging Ooze Snare","Rare","Snares","4","25 gp"
"Ice Slick Snare","Uncommon","Snares","4","40 gp"
"Rhythm Bone (Greater)","Uncommon","Held Items","4","64 gp"
"Striking","Common","Runes","4","65 gp"
"Air Cartridge Firing System","Uncommon","Customizations","4","75 gp"
"Bag of Holding (Type I)","Common","Held Items","4","75 gp"
"Deck of Mischief","Uncommon","Held Items","4","75 gp"
"Ghost Touch","Common","Runes","4","75 gp"
"Hag Eye (Oracular)","Rare","Worn Items","4","75 gp"
"Mortar of Hidden Meaning","Common","Held Items","4","75 gp"
"Sealing Chest (Lesser)","Uncommon","Held Items","4","75 gp"
"Concealable Thieves' Tools","Uncommon","Adventuring Gear","4","80 gp"
"Healer's Gloves","Common","Worn Items","4","80 gp"
"Hosteling Statuette","Uncommon","Worn Items","4","80 gp"
"Hunter's Arrowhead","Rare","Worn Items","4","80 gp"
"Hunter's Brooch","Unique","Worn Items","4","80 gp"
"Lifting Belt","Common","Worn Items","4","80 gp"
"Pillow Shield","Uncommon","Shields","4","80 gp"
"Shapespeak Mask","Uncommon","Worn Items","4","80 gp"
"Spyglass (Fine)","Common","Adventuring Gear","4","80 gp"
"Wayfinder of Rescue","Uncommon","Worn Items","4","80 gp"
"Aeon Stone (Azure Briolette)","Uncommon","Worn Items","4","85 gp"
"Belt of Good Health","Common","Worn Items","4","85 gp"
"Demon Mask","Common","Worn Items","4","85 gp"
"Extraction Cauldron","Uncommon","Other","4","85 gp"
"Hag Eye (Frightful)","Rare","Worn Items","4","85 gp"
"Talisman Cord (Lesser)","Uncommon","Worn Items","4","85 gp"
"Wovenwood Shield (Minor)","Uncommon","Shields","4","85 gp"
"Aeon Stone (Clear Quartz Octagon)","Uncommon","Worn Items","4","90 gp"
"Animal Staff","Common","Staves","4","90 gp"
"Blessed Tattoo","Uncommon","Tattoos","4","90 gp"
"Cloak of Repute","Common","Worn Items","4","90 gp"
"Exquisite Sword Cane","Common","Weapons","4","90 gp"
"Five-Feather Wreath","Common","Spellhearts","4","90 gp"
"Mentalist's Staff","Common","Staves","4","90 gp"
"Poisoner's Staff","Uncommon","Staves","4","90 gp"
"Rhinoceros Mask","Uncommon","Worn Items","4","90 gp"
"Staff of Healing","Common","Staves","4","90 gp"
"Alchemist Goggles","Common","Worn Items","4","100 gp"
"Arcane Scroll Case of Simplicity","Uncommon","Held Items","4","100 gp"
"Bane","Uncommon","Runes","4","100 gp"
"Blast Lance","Uncommon","Weapons","4","100 gp"
"Divine Scroll Case of Simplicity","Uncommon","Held Items","4","100 gp"
"Dragon's Breath (1st-Level Spell)","Uncommon","Runes","4","100 gp"
"Drake Rifle","Uncommon","Weapons","4","100 gp"
"Handwraps of Mighty Blows (+1 Striking)","Common","Worn Items","4","100 gp"
"Lawbringer's Lasso","Uncommon","Held Items","4","100 gp"
"Magic Weapon (+1 Striking)","Common","Weapons","4","100 gp"
"Marvelous Calliope","Uncommon","Structures","4","100 gp"
"Mask of Mercy","Uncommon","Worn Items","4","100 gp"
"Occult Scroll Case of Simplicity","Uncommon","Held Items","4","100 gp"
"Pickpocket's Tailoring","Uncommon","Adventuring Gear","4","100 gp"
"Primal Scroll Case of Simplicity","Uncommon","Held Items","4","100 gp"
"Shining Wayfinder","Uncommon","Worn Items","4","100 gp"
"Sleeves of Storage","Common","Worn Items","4","100 gp"
"Sturdy Shield (Minor)","Common","Shields","4","100 gp"
"Wand of Widening (1st-Level Spell)","Common","Wands","4","100 gp"
"Warcaller's Chime of Destruction","Uncommon","Held Items","4","100 gp"
"Gyroscopic Stabilizer","Uncommon","Customizations","4","115 gp"
"Hillcross Glider","Rare","Vehicles","4","200 gp"
"Steam Trolley","Rare","Vehicles","4","250 gp"
"Firework Pogo","Uncommon","Vehicles","4","300 gp"
"Siege Tower","Uncommon","Vehicles","4","300 gp"
"Pact of Blood-Taking","Rare","Contracts","5","0"
"Singing Sword","Rare","Intelligent Items","5","0"
"Diluted Hype","Uncommon","Alchemical Items","5","20 gp"
"Fu Water","Common","Consumables","5","21 gp"
"Fungal Walk Musk","Common","Alchemical Items","5","21 gp"
"Gadget Skates","Uncommon","Consumables","5","21 gp"
"Potion of Leaping","Common","Consumables","5","21 gp"
"Universal Solvent (Moderate)","Common","Alchemical Items","5","21 gp"
"Eroding Bullet","Uncommon","Alchemical Items","5","22 gp"
"Rhino Shot","Uncommon","Consumables","5","22 gp"
"Sampling Ammunition","Common","Consumables","5","22 gp"
"Sea Touch Elixir (Lesser)","Common","Alchemical Items","5","22 gp"
"Sneaky Key","Common","Consumables","5","22 gp"
"Stone Body Mutagen (Lesser)","Uncommon","Alchemical Items","5","22 gp"
"Shark Tooth Charm","Common","Consumables","5","23 gp"
"Tin Cobra","Uncommon","Snares","5","23 gp"
"Goblin-Eye Orb","Common","Consumables","5","24 gp"
"Ichthyosis Mutagen","Rare","Alchemical Items","5","24 gp"
"Apotropaic Fulu","Common","Consumables","5","25 gp"
"Cheetah's Elixir (Moderate)","Common","Alchemical Items","5","25 gp"
"Cryomister (Moderate)","Uncommon","Consumables","5","25 gp"
"Dagger of Eternal Sleep","Uncommon","Consumables","5","25 gp"
"Dragon's Blood Pudding (Moderate)","Uncommon","Alchemical Items","5","25 gp"
"Elven Absinthe","Common","Alchemical Items","5","25 gp"
"Exploding Shield","Common","Shields","5","25 gp"
"Eye of Enlightenment","Common","Consumables","5","25 gp"
"False Death","Uncommon","Alchemical Items","5","25 gp"
"Firestarter Pellets","Common","Consumables","5","25 gp"
"Flame Drake Snare","Uncommon","Snares","5","25 gp"
"Freezing Ammunition","Common","Consumables","5","25 gp"
"Fulu of the Drunken Monkey","Common","Consumables","5","25 gp"
"Fulu of the Stoic Ox","Common","Consumables","5","25 gp"
"Gecko Pads","Uncommon","Consumables","5","25 gp"
"Golden Branding Iron","Uncommon","Consumables","5","25 gp"
"Healer's Gel (Lesser)","Common","Consumables","5","25 gp"
"Hunting Spider Venom","Common","Alchemical Items","5","25 gp"
"Life Salt","Common","Consumables","5","25 gp"
"Oil of Revelation","Common","Consumables","5","25 gp"
"Pummeling Snare","Uncommon","Snares","5","25 gp"
"Reducer Round","Uncommon","Consumables","5","25 gp"
"Replacement Filter (Level 5)","Uncommon","Adventuring Gear","5","25 gp"
"Salve of Slipperiness","Common","Consumables","5","25 gp"
"Shimmering Dust","Common","Consumables","5","25 gp"
"Sixfingers Elixir (Lesser)","Uncommon","Alchemical Items","5","25 gp"
"Sky Serpent Bolt","Uncommon","Consumables","5","25 gp"
"Thunderbird Tuft (Moderate)","Common","Consumables","5","25 gp"
"Tracking Fulu","Common","Consumables","5","25 gp"
"Wet Shock Snare","Uncommon","Snares","5","25 gp"
"Beckoning Cat Amulet","Uncommon","Consumables","5","26 gp"
"Eagle-Eye Elixir (Moderate)","Common","Alchemical Items","5","27 gp"
"Golden Chrysalis","Common","Consumables","5","27 gp"
"Rhino Hide Brooch","Uncommon","Consumables","5","28 gp"
"3rd-Level Scroll","Common","Consumables","5","30 gp"
"Alchemist's Damper","Uncommon","Consumables","5","30 gp"
"Cytillesh","Uncommon","Alchemical Items","5","30 gp"
"Dupe's Gold Nugget","Uncommon","Consumables","5","30 gp"
"Electromuscular Stimulator","Rare","Consumables","5","30 gp"
"Elixir of Life (Lesser)","Common","Alchemical Items","5","30 gp"
"Emerald Grasshopper","Common","Consumables","5","30 gp"
"Grease Snare","Rare","Snares","5","30 gp"
"Green Wyrmling Breath Potion","Common","Consumables","5","30 gp"
"Mad Mammoth's Juke","Rare","Consumables","5","30 gp"
"Malleable Clay","Uncommon","Consumables","5","30 gp"
"Oily Button","Uncommon","Consumables","5","30 gp"
"Potion of Disguise (Lesser)","Uncommon","Consumables","5","30 gp"
"Spellstrike Ammunition (Type II)","Common","Consumables","5","30 gp"
"Tiger Menuki","Common","Consumables","5","30 gp"
"Tlil Mask","Uncommon","Worn Items","5","30 gp"
"Wine of the Blood","Rare","Consumables","5","30 gp"
"Blindpepper Bomb","Uncommon","Alchemical Items","5","40 gp"
"Necklace of Fireballs I","Common","Worn Items","5","44 gp"
"Slick","Common","Runes","5","45 gp"
"Knight's Maintenance Kit","Uncommon","Adventuring Gear","5","50 gp"
"War Saddle","Uncommon","Adventuring Gear","5","50 gp"
"Shadow","Common","Runes","5","55 gp"
"Recording Rod (Reusable)","Uncommon","Held Items","5","60 gp"
"Floorbell","Uncommon","Held Items","5","120 gp"
"Large Bore Modifications","Uncommon","Customizations","5","120 gp"
"Book of Translation (Advanced)","Uncommon","Adventuring Gear","5","125 gp"
"Chaos Collar","Common","Worn Items","5","125 gp"
"Diplomat's Badge","Common","Worn Items","5","125 gp"
"Magnifying Glass of Elucidation","Uncommon","Held Items","5","125 gp"
"Nightbreeze Machine","Uncommon","Adventuring Gear","5","125 gp"
"Rope of Climbing (Moderate)","Common","Held Items","5","125 gp"
"Skeleton Key","Common","Held Items","5","125 gp"
"Wondrous Figurine (Stuffed Fox)","Uncommon","Held Items","5","125 gp"
"Aeon Stone (Agate Ellipsoid)","Uncommon","Worn Items","5","130 gp"
"Spectacles of Understanding","Uncommon","Worn Items","5","130 gp"
"Stanching","Uncommon","Runes","5","130 gp"
"Waverider Barding","Uncommon","Worn Items","5","130 gp"
"Pocket Stage","Common","Structures","5","138 gp"
"Cold Iron Armor (Low-Grade)","Common","Armor","5","140 gp (+14 gp per Bulk)"
"Cunning","Uncommon","Runes","5","140 gp"
"Glamered","Common","Runes","5","140 gp"
"Silver Armor (Low-Grade)","Common","Armor","5","140 gp (+14 gp per Bulk)"
"Sisterstone Armor (Low-Grade)","Rare","Armor","5","140 gp (plus 14 gp per Bulk)"
"Warding Tattoo","Common","Tattoos","5","140 gp"
"Wondrous Figurine (Candy Constrictor)","Uncommon","Held Items","5","140 gp"
"Boots of Elvenkind","Common","Worn Items","5","145 gp"
"Auspicious Scepter","Common","Weapons","5","150 gp"
"Cinderclaw Gauntlet","Uncommon","Weapons","5","150 gp"
"Conundrum Spectacles","Uncommon","Worn Items","5","150 gp"
"Corpseward Pendant","Uncommon","Worn Items","5","150 gp"
"Dagger of Venom","Common","Weapons","5","150 gp"
"Disrupting","Common","Runes","5","150 gp"
"Dog-Bone Knife","Uncommon","Weapons","5","150 gp"
"Goggles of Night","Common","Worn Items","5","150 gp"
"Grim Ring","Uncommon","Worn Items","5","150 gp"
"Infiltrator's Accessory","Common","Weapons","5","150 gp"
"Pacifying","Uncommon","Runes","5","150 gp"
"Paired","Uncommon","Runes","5","150 gp"
"Poisonous Dagger","Common","Weapons","5","150 gp"
"Quick Runner's Shirt","Uncommon","Worn Items","5","150 gp"
"Secret-Keeper's Mask (Gray Master)","Rare","Worn Items","5","150 gp"
"Shade Hat","Uncommon","Worn Items","5","150 gp"
"Spirit-Singer","Rare","Adventuring Gear","5","150 gp"
"Sun Wheel","Rare","Worn Items","5","150 gp"
"True Name Amulet (Lesser)","Rare","Worn Items","5","150 gp"
"Vanishing Wayfinder","Uncommon","Worn Items","5","150 gp"
"Caterwaul Sling","Common","Weapons","5","155 gp"
"Metuak's Pendant","Unique","Worn Items","5","155 gp"
"Armor Potency (+1)","Common","Runes","5","160 gp"
"Bort's Blessing","Rare","Worn Items","5","160 gp"
"Burr Shield","Common","Shields","5","160 gp"
"Darkvision Scope","Common","Customizations","5","160 gp"
"Fearsome","Common","Runes","5","160 gp"
"Fleshgem (Combat)","Uncommon","Worn Items","5","160 gp"
"Folding Drums","Uncommon","Held Items","5","160 gp"
"Heated Cloak","Uncommon","Adventuring Gear","5","160 gp"
"Holy Prayer Beads","Uncommon","Held Items","5","160 gp"
"Magic Armor (+1)","Common","Armor","5","160 gp"
"Magic Wand (2nd-Level Spell)","Common","Wands","5","160 gp"
"Merchant's Guile","Uncommon","Worn Items","5","160 gp"
"Metronomic Hammer","Uncommon","Weapons","5","160 gp"
"Ring of Minor Arcana","Uncommon","Worn Items","5","160 gp"
"Ring of the Weary Traveler","Uncommon","Worn Items","5","160 gp"
"Stalwart's Ring","Uncommon","Worn Items","5","160 gp"
"Thunder Helm","Uncommon","Worn Items","5","160 gp"
"Wand of Caustic Effluence","Rare","Wands","5","160 gp"
"Wand of Continuation (1st-Level Spell)","Common","Wands","5","160 gp"
"Wand of Manifold Missiles (1st-Level Spell)","Common","Wands","5","160 gp"
"Warcaller's Chime of Resistance","Uncommon","Held Items","5","160 gp"
"Warrior's Training Ring","Uncommon","Worn Items","5","160 gp"
"Instructions for Lasting Agony","Common","Grimoires","5","200 gp"
"Reaper's Lancet","Unique","Weapons","5","200 gp"
"Armored Carriage","Uncommon","Vehicles","5","400 gp"
"Firefly","Uncommon","Vehicles","5","450 gp"
"Bathysphere","Uncommon","Vehicles","5","480 gp"
"Snowshoes of the Long Trek","Uncommon","Worn Items","5","550 gp"
"Cryolite Eye","Rare","Contracts","6","0"
"Addiction Suppressant (Moderate)","Rare","Alchemical Items","6","30 gp"
"Forgetful Ink","Uncommon","Alchemical Items","6","32 gp"
"Restful Sleep Fulu","Common","Consumables","6","32 gp"
"Antidote (Moderate)","Common","Alchemical Items","6","35 gp"
"Antiplague (Moderate)","Common","Alchemical Items","6","35 gp"
"Flare Beacon (Moderate)","Uncommon","Consumables","6","35 gp"
"Peacemaker","Common","Consumables","6","35 gp"
"Oil of Weightlessness (Greater)","Common","Consumables","6","36 gp"
"Winterstep Elixir (Lesser)","Uncommon","Alchemical Items","6","36 gp"
"Feather Token (Tree)","Common","Consumables","6","38 gp"
"Barricade Stone (Sphere)","Uncommon","Consumables","6","40 gp"
"Bloodhound Mask (Moderate)","Common","Alchemical Items","6","40 gp"
"Explosive Mine (Moderate)","Uncommon","Consumables","6","40 gp"
"Fulus of Concealment","Common","Consumables","6","40 gp"
"Ghostbane Fulu","Common","Consumables","6","40 gp"
"Giant Scorpion Venom","Common","Alchemical Items","6","40 gp"
"Liquid Gold","Uncommon","Consumables","6","40 gp"
"Mirror-Ball Snare","Uncommon","Snares","6","40 gp"
"Nauseating Snare","Common","Snares","6","40 gp"
"Peachwood Talisman","Uncommon","Consumables","6","40 gp"
"Salve of Antiparalysis","Common","Consumables","6","40 gp"
"Shortbread Spy","Uncommon","Consumables","6","40 gp"
"Demon Dust","Uncommon","Alchemical Items","6","45 gp"
"Extended Deteriorating Dust","Uncommon","Consumables","6","45 gp"
"Piercing Whistle Snare","Rare","Snares","6","45 gp"
"Potion of Resistance (Lesser)","Common","Consumables","6","45 gp"
"Truth Potion","Uncommon","Consumables","6","46 gp"
"Binding Coil","Common","Consumables","6","50 gp"
"Black Powder (Keg)","Uncommon","Alchemical Items","6","50 gp"
"Dispersing Bullet","Common","Consumables","6","50 gp"
"Dust of Appearance","Common","Consumables","6","50 gp"
"Feather Token (Balloon)","Common","Consumables","6","50 gp"
"Golden Silencer (Standard)","Uncommon","Consumables","6","50 gp"
"Healing Potion (Moderate)","Common","Consumables","6","50 gp"
"Iron Cube","Common","Consumables","6","50 gp"
"Oil of Unlife (Moderate)","Common","Consumables","6","50 gp"
"Potion of Retaliation (Moderate)","Common","Consumables","6","50 gp"
"Potion of Swimming","Common","Consumables","6","50 gp"
"Skeptic's Elixir (Moderate)","Uncommon","Alchemical Items","6","50 gp"
"Terrifying Ammunition","Common","Consumables","6","50 gp"
"Vaccine (Moderate)","Rare","Alchemical Items","6","50 gp"
"Mistform Elixir (Moderate)","Common","Alchemical Items","6","56 gp"
"Bi-Resonant Wayfinder","Uncommon","Worn Items","6","200 gp"
"Chatterer of Follies","Uncommon","Weapons","6","200 gp"
"Choker of Elocution","Common","Worn Items","6","200 gp"
"Chronicler Wayfinder","Uncommon","Worn Items","6","200 gp"
"Clockwork Disguise","Uncommon","Adventuring Gear","6","200 gp"
"Clockwork Diving Suit","Uncommon","Adventuring Gear","6","200 gp"
"Deck of Illusions","Uncommon","Held Items","6","200 gp"
"Lady's Knife","Uncommon","Weapons","6","200 gp"
"Light Writer","Rare","Held Items","6","200 gp (3 gp for 10 metal plates)"
"Misdirecting Haversack","Uncommon","Held Items","6","200 gp"
"Pathfinder's Pouch","Uncommon","Worn Items","6","200 gp"
"Private Workshop","Uncommon","Structures","6","200 gp"
"Ready","Common","Runes","6","200 gp"
"Spirit-Singer (Handheld)","Rare","Adventuring Gear","6","200 gp"
"Traveler's Any-Tool","Common","Held Items","6","200 gp"
"Bestiary of Metamorphosis","Common","Grimoires","6","210 gp"
"Herd Mask","Uncommon","Worn Items","6","210 gp"
"Shifter Prosthesis","Common","Assistive Items","6","210 gp"
"Society Portrait","Uncommon","Other","6","210 gp"
"Sure-Step Crampons","Uncommon","Worn Items","6","210 gp"
"Codex of Unimpeded Sight","Common","Grimoires","6","215 gp"
"Bellflower Toolbelt","Rare","Worn Items","6","220 gp"
"Ghoul Hide","Uncommon","Armor","6","220 gp"
"Ring of the Ram","Common","Worn Items","6","220 gp"
"Warding Tattoo (Wave)","Common","Tattoos","6","220 gp"
"Aeon Stone (Western Star)","Uncommon","Worn Items","6","225 gp"
"Demolishing","Rare","Runes","6","225 gp"
"Dread (Lesser)","Uncommon","Runes","6","225 gp"
"Hauling","Uncommon","Runes","6","225 gp"
"Horned Hand Rests","Common","Worn Items","6","225 gp"
"Insistent Door Knocker","Common","Held Items","6","225 gp"
"Shifting","Common","Runes","6","225 gp"
"Spiritsight Ring","Uncommon","Worn Items","6","225 gp"
"Verdant Staff","Common","Staves","6","225 gp"
"Aeon Stone (Gold Nodule)","Uncommon","Worn Items","6","230 gp"
"Clandestine Cloak","Uncommon","Worn Items","6","230 gp"
"Endless Grimoire","Common","Grimoires","6","230 gp"
"Horn of Fog","Common","Held Items","6","230 gp"
"Primeval Mistletoe","Common","Held Items","6","230 gp"
"Ringmaster's Staff","Uncommon","Staves","6","230 gp"
"Staff of Abjuration","Common","Staves","6","230 gp"
"Staff of Conjuration","Common","Staves","6","230 gp"
"Staff of Divination","Common","Staves","6","230 gp"
"Staff of Enchantment","Common","Staves","6","230 gp"
"Staff of Evocation","Common","Staves","6","230 gp"
"Staff of Illusion","Common","Staves","6","230 gp"
"Staff of Impossible Visions","Uncommon","Staves","6","230 gp"
"Staff of Necromancy","Common","Staves","6","230 gp"
"Staff of Providence","Common","Staves","6","230 gp"
"Staff of the Desert Winds","Common","Staves","6","230 gp"
"Staff of Transmutation","Common","Staves","6","230 gp"
"Storyteller's Opus","Common","Grimoires","6","230 gp"
"Vaultbreaker's Harness","Uncommon","Worn Items","6","230 gp"
"Acrobat's Staff","Uncommon","Weapons","6","235 gp"
"Chime of Opening","Uncommon","Held Items","6","235 gp"
"Midday Lantern (Lesser)","Uncommon","Held Items","6","235 gp"
"Twilight Lantern (Lesser)","Uncommon","Held Items","6","235 gp"
"Bloodletting Kukri","Uncommon","Weapons","6","240 gp"
"Gingerbread House","Uncommon","Structures","6","240 gp"
"Goz Mask (Greater)","Uncommon","Worn Items","6","240 gp"
"Iris of the Sky","Unique","Weapons","6","240 gp"
"Lantern of Empty Light","Rare","Held Items","6","240 gp"
"Staff of Final Rest","Uncommon","Staves","6","240 gp"
"Lion's Shield","Common","Shields","6","245 gp"
"Ring of Energy Resistance","Common","Worn Items","6","245 gp"
"Blast Foot","Common","Assistive Items","6","250 gp"
"Brain Cylinder","Rare","Intelligent Items","6","250 gp"
"Clockwork Recorder","Rare","Adventuring Gear","6","250 gp"
"Conflagration Club","Common","Weapons","6","250 gp"
"Cooperative Blade","Unique","Weapons","6","250 gp"
"Crown of the Companion","Uncommon","Worn Items","6","250 gp"
"Dragon's Breath (2nd-Level Spell)","Uncommon","Runes","6","250 gp"
"Energizing","Uncommon","Runes","6","250 gp"
"Gluttonous Spear","Uncommon","Weapons","6","250 gp"
"Hag Eye (Stoney)","Rare","Worn Items","6","250 gp"
"Lucky Kitchen Witch","Uncommon","Other","6","250 gp"
"Sarkorian God-Caller Garb","Uncommon","Armor","6","250 gp"
"Secret-Keeper's Mask (Father Skinsaw)","Rare","Worn Items","6","250 gp"
"Singing Muse","Uncommon","Consumables","6","250 gp"
"Spellguard Shield","Common","Shields","6","250 gp"
"Spider Gun","Uncommon","Weapons","6","250 gp"
"Spike Launcher","Uncommon","Weapons","6","250 gp"
"Staff of the Dreamlands","Uncommon","Staves","6","250 gp"
"Twining Staff","Common","Weapons","6","250 gp"
"Wand of Hopeless Night (2nd-Level Spell)","Common","Wands","6","250 gp"
"Wand of Noisome Acid (2nd-Level Spell)","Uncommon","Wands","6","250 gp"
"Wand of Teeming Ghosts (2nd-Level Spell)","Uncommon","Wands","6","250 gp"
"Wand of Widening (2nd-Level Spell)","Common","Wands","6","250 gp"
"Warcaller's Chime of Blasting","Uncommon","Held Items","6","250 gp"
"Warding Tattoo (Trail)","Common","Tattoos","6","250 gp"
"Clockwork Hopper","Uncommon","Vehicles","6","750 gp"
"Cutter","Common","Vehicles","6","750 gp"
"Sand Barge","Uncommon","Vehicles","6","750 gp"
"Cauldron of Flying","Rare","Vehicles","6","1100 gp"
"Hand-Hewed Face","Rare","Contracts","7","0"
"Martyr's Shield","Rare","Intelligent Items","7","0"
"Swirling Sand","Rare","Consumables","7","52 gp"
"Smokestick (Greater)","Common","Alchemical Items","7","53 gp"
"Comprehension Elixir (Greater)","Common","Alchemical Items","7","54 gp"
"Feather Token (Anchor)","Common","Consumables","7","55 gp"
"Giant Wasp Venom","Common","Alchemical Items","7","55 gp"
"Grim Trophy","Common","Consumables","7","55 gp"
"Isolation Draught","Uncommon","Alchemical Items","7","55 gp"
"Leaper's Elixir (Greater)","Common","Alchemical Items","7","55 gp"
"Malyass Root Paste","Common","Alchemical Items","7","55 gp"
"Persistent Lodestone","Common","Consumables","7","55 gp"
